Mixing_Time,Active_1,Active_2,RM_3,RM_4,Active_3,RM_6,RM_7,RM_8,Active_4,Water,Crashout,Viscosity,PC_1-4,PC_2-4,PC_3-4,PC_4-4,PC_1-5,PC_2-5,PC_3-5,PC_4-5,PC_5-5
1.0,5,3.19,0.73,1.06,2.09,10.56,3.06,0.81,27.44,46.06,0.0684,4749,0.9832414323526365,-0.22586335031954954,0.7470585589201539,-0.15077117401743326,0.9832414323526365,-0.22586335031954954,0.7470585589201539,-0.15077117401743326,0.18506867099014992
1.0,5,3.34,0.73,1.06,1.99,10.56,3.06,0.81,28.94,44.51,0.0059,4219,0.8285712551295948,0.28543385838425256,0.12768929329491932,-0.8853036089997686,0.8285712551295948,0.28543385838425256,0.12768929329491932,-0.8853036089997686,-0.2621401190198287
1.0,5,3.36,0.73,1.06,1.96,10.56,3.06,0.81,28.69,44.81,0.0055,6638,0.8387156499926842,0.18765913327500677,0.12713847775893097,-0.8887700199154503,0.8387156499926842,0.18765913327500677,0.12713847775893097,-0.8887700199154503,-0.253671044409558
1.5,5,3.44,0.73,1.06,2.44,10.56,3.06,0.81,24.44,48.46,0.0012,9351,0.5307699544443887,-1.6846356815175447,-0.31789082621245035,-0.34825998845258926,0.5307699544443887,-1.6846356815175447,-0.31789082621245035,-0.34825998845258926,0.48437839810223804
1.5,5,3.19,0.73,1.06,2.09,10.56,3.06,0.81,27.44,46.06,0.0176,8072,0.8541420131978229,-0.2656262165828097,-0.2633321399473666,-0.22791594576359664,0.8541420131978229,-0.2656262165828097,-0.2633321399473666,-0.22791594576359664,0.22973294943243308
1.5,5,3.34,0.73,1.06,1.99,10.56,3.06,0.81,28.94,44.51,0.0001,7389,0.7989524548132213,0.26166706774579374,-0.46456113263424187,-0.4812238910789318,0.7989524548132213,0.26166706774579374,-0.46456113263424187,-0.4812238910789318,-0.2909183610192813
1.5,5,3.36,0.73,1.06,1.96,10.56,3.06,0.81,28.69,44.81,0.0074,7329,0.8261190888997765,0.16662944891012513,-0.3935635014674442,-0.40234744487381574,0.8261190888997765,0.16662944891012513,-0.3935635014674442,-0.40234744487381574,-0.2950161176845965
2.0,5,3.44,0.73,1.06,2.44,10.56,3.06,0.81,24.44,48.46,0.0057,9835,0.5239211624399244,-1.7047411481796597,-0.8144335896690539,0.16596666821424946,0.5239211624399244,-1.7047411481796597,-0.8144335896690539,0.16596666821424946,0.43878997920167667
2.0,5,3.19,0.73,1.06,2.09,10.56,3.06,0.81,27.44,46.06,0.0207,8774,0.8441982686072736,-0.2862293389310299,-0.7728837118953855,0.27133928233582433,0.8441982686072736,-0.2862293389310299,-0.7728837118953855,0.27133928233582433,0.18642940894561486
2.0,5,3.34,0.73,1.06,1.99,10.56,3.06,0.81,28.94,44.51,0.0069,7657,0.7971882277716105,0.24237917828227948,-0.9397322821406624,0.0575986839486646,0.7971882277716105,0.24237917828227948,-0.9397322821406624,0.0575986839486646,-0.3402605087424199
